793.17, 5459
793.45, 5319
793.72, 5118
793.99, 4877
794.27, 4740
794.54, 4486
794.82, 4279
795.09, 4131
795.37, 3952
795.64, 3838
795.92, 3781
796.19, 3732
796.47, 3715
796.74, 3667
797.02, 3692
797.29, 3738
797.57, 3722
797.85, 3682
798.12, 3593
798.40, 3595
798.67, 3584
798.95, 3603
799.22, 3567
799.50, 3637
799.77, 3677
800.05, 3686
800.33, 3728
800.60, 3755
800.88, 3823
801.15, 3880
801.43, 3924
801.71, 3971
801.98, 3977
802.26, 3933
802.53, 3910
802.81, 3914
803.09, 3925
803.36, 3872
803.64, 3802
803.91, 3686
804.19, 3610
804.47, 3508
804.74, 3460
805.02, 3324
805.30, 3200
805.57, 3107
805.85, 2961
806.13, 2887
806.40, 2796
806.68, 2729
806.96, 2699
807.23, 2667
807.51, 2674
807.79, 2625
808.06, 2578
808.34, 2583
808.62, 2578
808.90, 2553
809.17, 2572
809.45, 2572
809.73, 2591
810.00, 2564
810.28, 2591
810.56, 2545
810.84, 2555
811.11, 2581
811.39, 2570
811.67, 2479
811.95, 2388
812.22, 2405
812.50, 2420
812.78, 2393
813.06, 2348
813.33, 2287
813.61, 2289
813.89, 2304
814.17, 2312
814.44, 2306
814.72, 2350
815.00, 2384
815.28, 2435
815.56, 2477
815.83, 2443
816.11, 2437
816.39, 2418
816.67, 2403
816.95, 2397
817.22, 2374
817.50, 2335
817.78, 2299
818.06, 2261
818.34, 2266
818.62, 2278
818.89, 2283
819.17, 2319
819.45, 2289
819.73, 2274
820.01, 2281
820.29, 2238
820.56, 2280
820.84, 2312
821.12, 2331
821.40, 2388
821.68, 2557
821.96, 2568
822.24, 2443
822.51, 2382
822.79, 2352
823.07, 2411
823.35, 2386
823.63, 2333
823.91, 2431
824.19, 2545
824.47, 2477
824.74, 2433
825.02, 2431
825.30, 2416
825.58, 2420
825.86, 2409
826.14, 2437
826.42, 2543
826.70, 2505
826.98, 2504
827.26, 2466
827.53, 2405
827.81, 2363
828.09, 2359
828.37, 2350
828.65, 2335
828.93, 2291
829.21, 2266
829.49, 2261
829.77, 2266
830.05, 2253
830.33, 2255
830.61, 2259
830.89, 2236
831.16, 2245
831.44, 2287
831.72, 2276
832.00, 2363
832.28, 2361
832.56, 2310
832.84, 2268
