793.17, 5801
793.45, 5533
793.72, 5309
793.99, 5112
794.27, 4941
794.54, 4740
794.82, 4467
795.09, 4246
795.37, 4165
795.64, 4066
795.92, 4047
796.19, 4072
796.47, 4060
796.74, 4041
797.02, 4087
797.29, 4022
797.57, 3981
797.85, 3910
798.12, 3944
798.40, 3975
798.67, 3946
798.95, 4015
799.22, 4003
799.50, 4005
799.77, 4032
800.05, 4091
800.33, 4144
800.60, 4170
800.88, 4225
801.15, 4258
801.43, 4279
801.71, 4343
801.98, 4355
802.26, 4381
802.53, 4336
802.81, 4336
803.09, 4298
803.36, 4299
803.64, 4311
803.91, 4231
804.19, 4129
804.47, 4022
804.74, 3865
805.02, 3743
805.30, 3589
805.57, 3432
805.85, 3343
806.13, 3242
806.40, 3198
806.68, 3111
806.96, 3079
807.23, 3039
807.51, 3062
807.79, 3045
808.06, 2991
808.34, 2967
808.62, 2990
808.90, 2990
809.17, 2908
809.45, 2936
809.73, 2925
810.00, 2927
810.28, 2952
810.56, 2923
810.84, 2919
811.11, 2872
811.39, 2836
811.67, 2779
811.95, 2762
812.22, 2748
812.50, 2714
812.78, 2684
813.06, 2608
813.33, 2617
813.61, 2629
813.89, 2595
814.17, 2604
814.44, 2627
814.72, 2667
815.00, 2678
815.28, 2690
815.56, 2665
815.83, 2648
816.11, 2697
816.39, 2785
816.67, 2783
816.95, 2697
817.22, 2722
817.50, 2752
817.78, 2680
818.06, 2657
818.34, 2616
818.62, 2576
818.89, 2549
819.17, 2583
819.45, 2560
819.73, 2553
820.01, 2587
820.29, 2519
820.56, 2538
820.84, 2540
821.12, 2595
821.40, 2589
821.68, 2576
821.96, 2587
822.24, 2610
822.51, 2619
822.79, 2619
823.07, 2631
823.35, 2589
823.63, 2614
823.91, 2593
824.19, 2591
824.47, 2617
824.74, 2646
825.02, 2678
825.30, 2731
825.58, 2811
825.86, 2879
826.14, 2927
826.42, 2990
826.70, 3020
826.98, 2974
827.26, 2923
827.53, 2809
827.81, 2756
828.09, 2686
828.37, 2635
828.65, 2633
828.93, 2591
829.21, 2566
829.49, 2581
829.77, 2543
830.05, 2549
830.33, 2570
830.61, 2589
830.89, 2619
831.16, 2655
831.44, 2654
831.72, 2665
832.00, 2644
832.28, 2665
832.56, 2691
832.84, 2709
833.12, 2676
833.40, 2623
833.68, 2570
833.96, 2562
834.24, 2523
834.52, 2557
834.80, 2549
835.08, 2543
835.36, 2542
835.64, 2595
835.92, 2648
836.20, 2673
